-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/1984 through 12/31/2020 
Location: Latitude  35.0309   Longitude 24.8335 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 253.32 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
-END HEADER-
YEAR,MO,DY,PRECTOTCORR,T2M_MIN,T2M_MAX,T2M,ALLSKY_SFC_SW_DWN
1991,11,16,0.03,15.34,19.27,16.91,3.6
1991,11,17,0.06,14.97,19.59,17.23,3.56
1991,11,18,1.57,15.98,18.73,17.19,3.1
1991,11,19,0.03,14.45,18.34,16.41,3.51
1991,11,20,0.01,14.65,18.05,16.23,3.04
1991,11,21,0.02,15.55,18.99,16.79,3.52
1991,11,22,0.0,15.44,20.17,17.26,3.2
1991,11,23,0.0,16.0,19.08,17.09,2.41
1991,11,24,0.0,15.86,19.25,17.4,2.14
1991,11,25,0.0,15.36,19.41,16.91,3.44
1991,11,26,0.26,13.51,17.59,15.39,2.77
1991,11,27,7.21,12.88,15.83,14.15,2.1
1991,11,28,4.65,11.2,13.12,12.23,1.97
1991,11,29,0.37,11.52,13.35,12.33,0.88
1991,11,30,0.29,10.95,13.19,11.98,0.88
1991,12,1,1.19,10.84,13.16,11.87,1.58
1991,12,2,1.83,10.01,12.87,11.16,1.87
1991,12,3,0.38,9.01,11.51,10.11,2.12
1991,12,4,0.0,9.48,13.09,10.73,2.83
1991,12,5,0.05,9.43,14.65,12.11,3.22
1991,12,6,0.38,11.25,12.9,12.26,2.67
1991,12,7,6.79,10.33,15.32,12.57,1.66
1991,12,8,19.26,6.01,11.48,7.4,1.21
1991,12,9,5.07,6.6,9.17,7.68,1.3
1991,12,10,18.66,7.19,8.68,7.99,0.21
1991,12,11,13.64,6.01,7.58,6.66,0.36
1991,12,12,5.35,5.75,8.22,6.83,1.0
1991,12,13,5.63,6.3,8.64,7.44,0.27
1991,12,14,0.12,7.62,10.76,8.89,0.84
1991,12,15,0.08,7.62,13.05,9.79,3.04
1991,12,16,0.07,8.94,13.58,11.06,2.74
1991,12,17,0.02,10.2,13.36,11.75,2.72
1991,12,18,0.01,10.98,13.51,12.05,2.43
1991,12,19,3.47,11.87,13.11,12.4,2.44
1991,12,20,2.78,11.39,13.32,12.2,2.71
1991,12,21,1.49,10.21,14.48,12.04,1.36
1991,12,22,2.37,10.27,12.56,11.32,2.01
1991,12,23,0.36,9.85,11.69,10.68,2.53
1991,12,24,15.1,11.33,12.65,11.9,1.09
1991,12,25,19.77,10.01,12.9,11.44,2.36
1991,12,26,36.97,6.05,13.05,9.4,0.47
1991,12,27,0.54,4.79,8.42,6.54,1.75
1991,12,28,12.45,6.9,12.63,9.85,0.54
1991,12,29,2.29,6.52,8.76,7.35,2.08
1991,12,30,1.69,5.83,7.92,6.63,1.76
1991,12,31,1.98,6.4,10.82,8.32,1.91
1992,1,1,8.61,5.15,7.02,6.01,1.32
1992,1,2,0.62,4.58,8.81,6.64,2.19
1992,1,3,0.0,7.17,14.24,10.59,3.13
1992,1,4,0.0,9.88,15.8,12.45,3.14
1992,1,5,0.01,10.26,14.13,11.86,2.35
1992,1,6,0.0,10.4,14.19,11.84,2.93
1992,1,7,0.0,10.39,13.75,11.94,3.11
1992,1,8,0.0,10.1,13.98,12.13,3.23
1992,1,9,0.0,10.7,14.38,12.31,2.71
1992,1,10,0.01,11.78,15.66,13.33,2.63
1992,1,11,0.0,11.21,15.53,13.0,2.47
1992,1,12,0.0,9.77,13.56,11.51,2.81
1992,1,13,0.0,11.01,14.04,12.19,3.03
1992,1,14,0.23,7.46,11.05,9.75,1.85
1992,1,15,0.83,6.72,10.11,8.48,1.36
1992,1,16,0.08,7.49,12.32,9.64,2.36
1992,1,17,0.03,8.41,13.44,10.93,3.11
1992,1,18,0.01,9.55,14.64,11.9,2.31
1992,1,19,0.22,8.85,10.82,9.55,0.89
1992,1,20,0.21,8.04,11.79,9.94,3.08
1992,1,21,0.29,10.0,13.16,11.58,3.31
1992,1,22,0.09,10.96,14.23,12.19,2.81
1992,1,23,0.14,9.73,12.96,11.01,2.68
1992,1,24,0.01,9.69,13.71,11.42,1.75
1992,1,25,0.0,8.09,12.37,9.87,1.3
1992,1,26,0.09,7.57,10.6,8.69,0.9
1992,1,27,0.11,7.99,12.79,10.78,1.31
1992,1,28,4.49,10.02,11.43,10.51,0.89
1992,1,29,1.17,8.59,10.57,9.59,0.82
1992,1,30,0.87,7.87,11.29,9.55,2.8
1992,1,31,0.28,5.37,9.73,7.05,2.03
1992,2,1,3.22,4.67,7.16,5.64,1.48
1992,2,2,7.87,3.58,6.23,5.29,0.92
1992,2,3,0.22,5.69,8.81,7.09,1.86
1992,2,4,0.2,6.6,12.8,9.64,3.0
1992,2,5,2.93,8.12,11.92,10.21,2.17
1992,2,6,0.68,7.15,11.15,8.96,3.65
1992,2,7,0.0,7.94,12.19,9.51,3.79
1992,2,8,1.86,7.77,11.57,9.53,3.2
1992,2,9,0.06,5.1,9.33,7.12,3.67
1992,2,10,0.02,4.8,10.88,7.91,3.91
1992,2,11,0.25,8.45,13.75,10.89,3.96
1992,2,12,0.01,8.85,13.9,11.3,4.14
1992,2,13,0.01,10.19,14.74,12.43,3.99
1992,2,14,0.69,11.23,13.55,12.4,4.28
1992,2,15,8.74,9.16,13.69,11.74,3.36
1992,2,16,0.33,8.83,13.79,11.12,4.22
1992,2,17,0.01,9.73,13.58,11.9,3.62
1992,2,18,0.02,9.07,14.49,12.65,3.9
1992,2,19,1.26,7.15,12.52,9.33,2.14
1992,2,20,5.92,5.98,9.61,7.66,1.9
1992,2,21,12.84,5.26,7.27,6.23,0.82
1992,2,22,4.94,4.4,7.31,5.8,1.1
1992,2,23,6.37,3.69,5.53,4.34,2.5
1992,2,24,2.56,4.33,9.98,7.32,3.42
1992,2,25,6.87,6.95,9.96,8.26,2.89
1992,2,26,0.02,6.62,10.3,8.3,2.9
1992,2,27,0.01,7.15,11.98,9.08,4.45
1992,2,28,0.0,7.6,13.26,10.35,2.07
1992,2,29,0.0,7.43,14.09,10.45,4.18
1992,3,1,0.0,8.82,14.01,11.12,5.08
1992,3,2,0.0,9.13,15.68,11.88,2.87
1992,3,3,0.01,9.42,16.65,12.45,4.77
1992,3,4,0.0,10.05,15.83,12.4,4.52
1992,3,5,0.02,9.38,17.01,12.78,5.26
1992,3,6,0.07,11.08,17.42,14.15,4.8
1992,3,7,0.01,9.73,15.65,12.8,4.3
1992,3,8,0.0,7.74,10.65,9.16,4.8
1992,3,9,0.05,8.43,11.95,10.19,2.51
1992,3,10,0.04,8.27,12.97,10.46,3.14
1992,3,11,2.06,8.87,13.41,11.34,2.74
1992,3,12,13.17,9.48,13.1,11.26,1.45
1992,3,13,13.75,8.23,11.44,9.67,3.77
1992,3,14,0.01,8.4,14.71,11.48,5.38
1992,3,15,2.55,10.64,14.16,12.31,1.96
1992,3,16,0.11,10.13,14.61,12.3,3.34
1992,3,17,17.84,6.23,12.63,10.32,2.87
1992,3,18,4.71,5.46,7.77,6.65,3.62
1992,3,19,0.76,6.62,10.99,8.67,4.48
1992,3,20,3.91,7.69,11.56,9.37,2.95
1992,3,21,0.14,8.14,11.49,9.64,3.88
1992,3,22,2.75,9.07,11.59,10.15,4.34
1992,3,23,0.06,9.69,14.8,12.19,4.64
1992,3,24,0.36,11.11,15.3,13.22,5.29
1992,3,25,2.77,11.84,14.85,13.12,4.46
1992,3,26,0.0,11.05,15.69,13.42,5.47
1992,3,27,0.33,12.3,16.57,14.19,1.37
1992,3,28,0.1,10.57,16.27,13.12,5.1
1992,3,29,0.45,10.82,14.61,12.58,4.76
1992,3,30,0.03,11.23,16.33,13.44,6.34
1992,3,31,0.0,10.94,15.44,12.94,6.53
1992,4,1,0.0,10.55,17.01,13.46,6.66
1992,4,2,0.0,10.93,16.7,13.79,5.76
1992,4,3,0.0,9.44,17.27,13.66,6.62
1992,4,4,0.0,11.0,18.18,14.83,6.7
1992,4,5,0.0,12.33,18.12,14.94,6.46
1992,4,6,0.06,11.24,17.41,14.8,5.2
1992,4,7,0.27,12.36,15.92,14.79,0.27
1992,4,8,0.01,11.48,17.04,14.31,6.57
1992,4,9,0.0,11.83,18.52,15.23,5.48
1992,4,10,0.0,13.61,18.8,15.99,6.38
1992,4,11,0.01,12.73,19.6,15.51,5.81
1992,4,12,1.91,12.36,16.44,14.21,6.04
1992,4,13,7.49,10.57,14.62,12.58,1.91
1992,4,14,0.0,9.96,15.55,12.8,6.31
1992,4,15,0.0,11.17,17.28,14.04,6.78
1992,4,16,0.0,11.37,18.01,14.49,6.9
1992,4,17,0.0,11.9,17.48,14.51,7.08
1992,4,18,0.44,10.81,16.03,13.4,0.72
1992,4,19,0.85,11.67,14.5,13.23,5.43
1992,4,20,9.83,11.73,14.16,12.69,3.06
1992,4,21,0.65,11.31,17.34,13.94,6.62
1992,4,22,0.0,10.93,16.27,13.43,7.2
1992,4,23,0.0,10.22,17.87,14.21,7.43
1992,4,24,0.0,11.79,19.69,15.9,6.57
1992,4,25,0.0,12.85,19.3,15.83,7.19
1992,4,26,0.0,12.3,18.86,15.24,6.45
1992,4,27,0.0,12.3,20.72,16.64,7.25
1992,4,28,0.0,14.1,21.64,17.94,7.43
1992,4,29,0.0,15.14,22.05,18.55,6.72
1992,4,30,0.0,14.64,22.79,18.69,7.15
1992,5,1,0.0,14.85,21.85,17.73,7.11
1992,5,2,0.0,14.7,22.46,18.14,6.64
1992,5,3,0.11,14.66,18.4,16.62,5.55
1992,5,4,0.0,13.42,18.75,16.04,5.97
1992,5,5,2.25,13.12,18.8,15.96,4.44
1992,5,6,4.1,14.3,19.23,16.1,2.77
1992,5,7,4.76,14.59,17.33,15.51,4.83
1992,5,8,0.0,14.01,19.65,16.42,7.13
1992,5,9,0.0,14.19,21.13,17.92,6.96
1992,5,10,0.0,15.64,23.48,19.41,6.7
1992,5,11,0.0,15.59,23.58,19.98,6.99
1992,5,12,0.0,17.73,23.61,20.54,7.06
1992,5,13,0.0,16.39,23.59,19.42,6.26
1992,5,14,0.0,14.56,19.73,16.73,4.81
1992,5,15,0.0,13.76,20.51,17.19,5.84
1992,5,16,0.0,14.17,17.38,15.62,6.42
1992,5,17,0.0,12.49,16.62,14.65,7.44
1992,5,18,0.0,12.3,21.2,16.92,7.08
1992,5,19,0.0,14.01,20.7,17.51,7.1
1992,5,20,0.0,15.21,22.87,18.99,7.13
1992,5,21,0.0,14.81,22.42,18.56,7.2
1992,5,22,0.0,15.07,22.64,19.04,6.97
1992,5,23,0.0,17.19,24.24,20.98,7.46
1992,5,24,0.02,17.87,21.24,19.43,6.88
1992,5,25,0.0,16.02,22.8,19.62,5.79
1992,5,26,0.0,16.76,21.5,18.71,7.54
1992,5,27,1.0,17.12,20.89,19.14,3.83
1992,5,28,0.76,15.79,21.43,18.58,8.0
1992,5,29,0.0,15.21,23.28,19.6,7.92
1992,5,30,0.0,17.44,25.94,21.95,8.1
1992,5,31,0.0,18.27,25.57,21.9,7.96
1992,6,1,0.0,19.55,26.32,22.64,7.79
1992,6,2,0.0,19.59,28.48,24.01,7.47
1992,6,3,0.02,21.48,29.27,25.47,6.74
1992,6,4,0.09,20.1,29.01,24.35,7.5
1992,6,5,0.05,20.71,29.93,25.38,7.87
1992,6,6,0.0,19.1,28.31,23.84,7.45
1992,6,7,0.0,18.42,27.2,23.23,7.75
1992,6,8,0.41,19.79,27.15,23.5,5.73
1992,6,9,0.57,18.84,28.75,23.37,7.8
1992,6,10,0.0,18.2,25.1,21.45,5.22
1992,6,11,0.09,18.7,27.28,22.86,4.8
1992,6,12,0.42,19.8,25.81,22.77,3.08
1992,6,13,0.07,19.25,27.86,23.5,7.97
1992,6,14,0.0,18.4,25.52,22.11,8.17
1992,6,15,0.0,18.3,24.69,21.84,7.96
1992,6,16,0.17,18.73,24.94,22.08,7.75
1992,6,17,0.0,20.05,25.67,22.98,7.04
1992,6,18,0.01,20.0,26.76,23.33,7.35
1992,6,19,0.01,18.38,24.9,22.12,5.9
1992,6,20,0.0,20.15,28.08,24.1,7.55
1992,6,21,0.0,19.69,28.13,24.36,7.68
1992,6,22,0.0,21.5,28.54,24.94,7.64
1992,6,23,0.0,21.44,28.19,24.76,8.22
1992,6,24,0.0,22.08,29.71,26.04,7.78
1992,6,25,0.0,22.94,30.69,27.12,7.84
1992,6,26,0.0,22.01,31.57,26.98,8.04
1992,6,27,0.0,19.78,27.19,23.52,7.28
1992,6,28,0.1,18.97,26.03,22.57,6.32
1992,6,29,0.02,18.61,24.68,21.38,7.43
1992,6,30,0.23,19.65,25.18,22.26,7.34
1992,7,1,0.0,18.73,25.65,22.06,7.59
1992,7,2,0.0,18.94,26.18,23.11,7.71
1992,7,3,0.0,21.67,27.23,24.22,5.86
1992,7,4,0.0,21.05,27.7,24.3,7.73
1992,7,5,0.0,20.89,27.81,24.3,7.95
1992,7,6,0.0,20.4,29.27,25.15,8.36
1992,7,7,0.0,21.03,32.73,27.19,8.18
1992,7,8,0.0,23.04,34.65,29.01,8.09
1992,7,9,0.0,24.68,36.61,30.22,7.98
1992,7,10,0.14,22.05,29.19,25.58,7.32
1992,7,11,0.0,20.47,30.06,25.23,8.12
1992,7,12,0.0,20.65,29.0,24.98,7.45
1992,7,13,0.0,21.82,29.33,25.57,7.54
1992,7,14,0.0,21.49,27.73,24.37,7.13
1992,7,15,0.0,21.51,27.2,24.13,7.71
1992,7,16,0.0,21.73,29.32,25.81,7.59
1992,7,17,0.0,21.94,29.12,25.54,7.86
1992,7,18,0.0,21.33,28.13,24.74,7.83
1992,7,19,0.0,21.86,27.16,24.39,7.2
1992,7,20,0.0,21.4,26.74,23.83,6.6
1992,7,21,0.0,21.4,26.37,23.73,7.18
1992,7,22,0.0,21.47,27.77,24.55,7.57
1992,7,23,0.0,21.45,28.0,24.58,7.33
1992,7,24,0.0,21.62,28.3,25.08,6.17
1992,7,25,0.0,21.94,28.21,24.9,7.08
1992,7,26,0.0,22.4,29.77,25.94,7.09
1992,7,27,0.0,21.85,27.58,24.53,7.13
1992,7,28,0.0,21.79,26.86,24.06,6.97
1992,7,29,0.0,22.01,28.19,24.9,7.17
1992,7,30,0.0,21.58,26.63,24.0,7.32
1992,7,31,0.0,21.04,25.79,22.85,7.73
1992,8,1,0.0,20.55,26.62,23.15,7.5
1992,8,2,0.0,20.26,27.72,23.57,7.66
1992,8,3,0.0,20.14,28.93,24.4,7.45
1992,8,4,0.0,20.55,29.57,24.91,7.47
1992,8,5,0.0,21.65,29.02,25.06,7.43
1992,8,6,0.0,22.16,28.69,25.33,7.04
1992,8,7,0.0,21.73,27.45,24.47,7.04
1992,8,8,0.0,21.37,28.88,24.88,6.94
1992,8,9,0.0,22.02,30.42,25.8,6.96
1992,8,10,0.0,21.97,30.95,26.0,6.99
1992,8,11,0.0,21.95,29.91,25.7,6.87
1992,8,12,0.0,21.98,30.3,25.62,7.48
1992,8,13,0.0,21.01,29.33,24.92,7.19
1992,8,14,0.0,21.15,30.95,26.13,7.38
1992,8,15,0.0,22.38,30.26,26.7,7.18
1992,8,16,0.0,22.4,30.67,26.69,7.21
1992,8,17,0.0,22.34,29.95,26.35,6.89
1992,8,18,0.0,22.51,31.27,26.98,6.72
1992,8,19,0.0,22.78,31.04,27.2,6.94
1992,8,20,0.0,22.33,30.23,26.62,6.68
1992,8,21,0.02,22.9,28.99,25.8,6.42
1992,8,22,0.0,23.66,29.51,26.18,6.4
1992,8,23,0.0,23.01,31.2,27.23,6.53
1992,8,24,0.0,23.83,30.8,27.44,6.55
1992,8,25,0.0,23.42,29.58,26.15,6.19
1992,8,26,0.0,23.37,31.01,26.48,6.42
1992,8,27,0.0,22.01,30.26,25.88,6.76
1992,8,28,0.0,21.66,30.3,25.83,6.91
1992,8,29,0.0,21.69,30.68,26.19,6.97
1992,8,30,0.0,22.05,30.43,26.38,6.56
1992,8,31,0.0,22.75,31.0,27.02,6.67
1992,9,1,0.14,23.42,31.46,27.44,6.3
1992,9,2,0.01,24.05,30.81,27.54,6.46
1992,9,3,0.0,22.37,30.85,26.37,6.13
1992,9,4,0.0,22.86,29.94,25.86,6.36
1992,9,5,0.0,21.98,29.78,25.72,6.56
1992,9,6,0.0,20.23,25.1,22.73,5.67
1992,9,7,0.0,19.55,24.91,21.73,6.23
1992,9,8,0.0,18.71,24.05,21.16,6.08
1992,9,9,0.0,19.07,26.13,22.41,6.51
1992,9,10,0.0,20.15,26.76,23.0,6.46
1992,9,11,0.0,20.4,25.7,22.59,6.3
1992,9,12,0.0,19.9,24.29,21.62,6.45
1992,9,13,0.0,19.14,24.33,21.5,6.34
1992,9,14,0.0,19.02,23.59,21.01,6.17
1992,9,15,0.0,18.33,24.86,21.06,5.94
1992,9,16,0.0,18.33,26.77,22.15,6.04
1992,9,17,0.0,19.22,25.28,21.64,6.16
1992,9,18,0.0,18.35,25.94,21.79,6.17
1992,9,19,0.0,18.94,26.19,22.18,5.9
1992,9,20,0.0,19.33,25.59,21.94,5.94
1992,9,21,0.0,18.94,24.47,21.19,5.93
1992,9,22,0.01,18.44,24.22,20.86,5.82
1992,9,23,0.0,18.34,24.58,21.03,5.43
1992,9,24,0.0,18.5,23.58,20.53,5.88
1992,9,25,0.0,17.4,22.22,19.48,3.34
1992,9,26,0.0,17.18,20.66,18.57,5.15
1992,9,27,0.0,16.14,21.62,18.62,5.17
1992,9,28,0.0,15.47,22.89,18.63,5.37
1992,9,29,0.0,15.31,24.63,19.94,4.98
1992,9,30,0.0,19.15,25.65,21.84,5.08
1992,10,1,0.0,18.6,25.87,22.14,5.2
1992,10,2,0.36,19.39,25.73,22.49,4.03
1992,10,3,0.15,19.64,24.88,21.89,4.78
1992,10,4,0.01,18.38,25.14,21.48,5.08
1992,10,5,0.0,19.41,25.94,22.1,4.9
1992,10,6,0.0,19.08,26.48,22.22,4.62
1992,10,7,0.0,19.98,27.9,23.38,4.84
1992,10,8,0.0,19.4,26.71,22.54,4.89
1992,10,9,0.0,18.22,25.14,21.42,4.57
1992,10,10,0.0,17.86,26.57,21.69,4.39
1992,10,11,0.09,20.16,27.98,23.07,4.4
1992,10,12,0.01,19.19,26.64,22.33,3.34
1992,10,13,0.0,19.3,27.44,23.06,4.11
1992,10,14,0.05,19.65,25.49,22.24,3.81
1992,10,15,0.06,19.19,24.98,21.69,3.58
1992,10,16,0.07,18.22,24.82,21.58,4.26
1992,10,17,0.0,17.29,23.66,20.57,4.43
1992,10,18,0.0,19.46,23.49,21.18,4.48
1992,10,19,0.01,18.86,26.95,21.89,4.33
1992,10,20,0.0,18.45,25.32,21.23,4.46
1992,10,21,0.0,17.71,28.05,22.44,4.42
1992,10,22,0.0,18.88,26.35,22.23,4.19
1992,10,23,0.0,19.43,28.08,22.88,4.27
1992,10,24,0.02,18.32,24.16,21.1,4.03
1992,10,25,0.07,18.36,24.1,20.55,3.83
1992,10,26,0.01,16.23,22.0,19.29,3.93
1992,10,27,0.02,18.29,22.73,20.31,3.96
1992,10,28,0.08,17.81,23.62,20.27,4.0
1992,10,29,0.02,18.87,24.74,21.27,3.9
1992,10,30,0.01,18.55,24.1,20.89,3.65
1992,10,31,0.0,18.95,27.33,22.56,3.78
1992,11,1,0.0,18.57,27.52,22.37,3.99
1992,11,2,0.0,18.42,26.4,21.8,3.98
1992,11,3,0.02,17.89,24.65,20.38,2.84
1992,11,4,0.0,17.43,24.67,20.22,3.41
1992,11,5,0.01,16.13,23.82,19.19,3.88
1992,11,6,0.0,15.15,20.87,17.64,2.73
1992,11,7,0.0,14.22,17.63,15.69,3.69
1992,11,8,0.0,14.93,21.09,17.66,3.92
1992,11,9,0.02,16.72,21.83,18.69,3.61
1992,11,10,0.03,13.05,17.15,15.46,3.19
1992,11,11,0.12,12.74,17.65,15.05,3.22
1992,11,12,0.04,14.69,19.5,16.81,3.33
1992,11,13,0.56,15.92,22.29,18.58,2.8
1992,11,14,1.23,16.12,19.51,18.29,1.64
1992,11,15,0.01,12.69,17.69,15.32,3.27
1992,11,16,0.0,12.35,18.64,15.11,3.66
1992,11,17,0.01,14.51,19.38,17.08,2.52
1992,11,18,0.01,16.43,18.66,17.56,2.64
1992,11,19,18.8,14.38,19.71,17.19,1.01
1992,11,20,10.82,13.19,16.53,14.98,1.57
1992,11,21,3.07,12.46,15.42,14.12,2.56
1992,11,22,0.01,10.6,17.58,14.17,3.1
1992,11,23,0.06,14.98,20.43,17.41,2.29
1992,11,24,0.01,11.11,15.07,13.21,1.44
1992,11,25,0.0,10.6,14.69,12.28,2.67
1992,11,26,0.01,11.22,18.34,14.8,2.78
1992,11,27,0.03,15.1,18.83,16.69,2.43
1992,11,28,0.07,12.45,17.78,15.44,2.01
1992,11,29,0.0,11.4,17.08,14.13,3.26
1992,11,30,7.53,13.76,17.19,15.44,2.26
1992,12,1,34.57,9.37,13.63,11.12,1.57
1992,12,2,0.41,8.9,11.65,10.01,0.97
1992,12,3,0.0,9.81,12.98,11.11,2.27
1992,12,4,0.66,10.9,17.35,14.61,2.79
1992,12,5,0.01,13.73,17.97,15.44,3.06
1992,12,6,1.31,13.52,16.79,15.14,3.04
1992,12,7,0.53,12.39,15.53,14.08,2.66
1992,12,8,0.12,12.33,16.44,14.35,2.82
1992,12,9,0.15,15.23,17.7,16.17,2.99
1992,12,10,0.29,13.41,17.51,15.05,3.08
1992,12,11,0.63,12.96,16.53,14.57,1.87
1992,12,12,0.06,12.92,16.99,14.45,2.35
1992,12,13,8.05,12.44,16.28,14.05,1.9
1992,12,14,7.66,8.45,13.3,10.18,1.65
1992,12,15,1.4,7.28,9.44,8.19,1.49
1992,12,16,0.01,7.26,9.83,8.44,1.1
1992,12,17,0.0,8.1,11.8,9.68,1.68
1992,12,18,4.93,9.08,11.45,10.48,1.1
1992,12,19,1.4,9.67,11.69,10.68,1.03
1992,12,20,0.43,9.54,10.97,10.23,0.38
1992,12,21,0.36,8.9,12.18,10.09,2.05
1992,12,22,0.0,8.9,14.9,11.58,2.64
1992,12,23,1.29,7.43,11.65,10.02,0.39
1992,12,24,1.23,5.31,7.23,6.11,0.44
1992,12,25,0.18,5.45,9.24,7.09,1.26
1992,12,26,0.57,7.03,10.01,8.12,1.96
1992,12,27,1.52,6.63,9.73,8.3,0.52
1992,12,28,2.64,9.73,12.44,11.29,1.33
1992,12,29,2.06,10.9,12.94,12.0,0.98
1992,12,30,3.54,10.2,11.18,10.72,0.68
1992,12,31,1.15,10.05,13.62,11.67,1.44
1993,1,1,18.81,10.57,13.88,12.48,1.36
1993,1,2,3.61,8.58,11.51,10.47,1.89
1993,1,3,0.11,10.39,14.88,12.3,3.07
1993,1,4,21.32,9.45,12.01,10.55,2.13
1993,1,5,4.04,8.12,11.13,9.66,0.58
1993,1,6,2.32,4.69,7.79,6.29,1.23
1993,1,7,4.3,4.73,6.69,5.48,0.79
1993,1,8,2.49,7.02,11.93,9.42,1.98
1993,1,9,0.13,7.24,9.96,8.27,1.13
1993,1,10,0.0,6.05,9.98,7.77,1.7
1993,1,11,0.0,6.11,10.25,7.7,3.12
1993,1,12,0.0,6.95,13.69,10.29,2.95
1993,1,13,0.03,11.14,14.82,13.05,2.09
1993,1,14,0.02,12.34,14.38,13.25,1.82
1993,1,15,0.01,11.72,13.48,12.45,2.47
1993,1,16,0.0,9.44,14.04,11.62,3.26
1993,1,17,0.0,8.79,14.04,10.71,3.5
1993,1,18,0.0,8.65,14.84,11.12,3.49
1993,1,19,0.0,9.3,15.52,11.9,3.53
1993,1,20,0.0,9.58,15.01,11.89,2.82
1993,1,21,0.01,9.66,12.91,11.18,2.98
1993,1,22,0.0,9.69,13.05,10.93,3.09
1993,1,23,0.0,9.12,15.32,11.65,3.66
1993,1,24,0.0,8.83,15.05,11.57,3.59
1993,1,25,0.01,9.38,13.22,11.46,3.09
1993,1,26,0.16,11.38,13.73,12.51,1.6
1993,1,27,0.65,10.57,14.37,12.62,2.54
1993,1,28,0.0,8.65,12.44,10.38,3.84
1993,1,29,0.11,8.57,13.33,10.76,3.05
1993,1,30,3.35,10.1,14.25,11.95,2.8
1993,1,31,8.6,4.69,11.22,7.06,0.69
1993,2,1,0.65,4.1,6.55,5.34,1.0
1993,2,2,3.08,4.37,7.6,6.05,0.13
1993,2,3,1.07,5.78,9.81,7.83,1.54
1993,2,4,0.02,7.93,12.17,9.76,3.75
1993,2,5,0.0,9.2,14.16,11.19,3.97
1993,2,6,0.0,8.7,17.7,12.58,4.08
1993,2,7,0.0,9.45,17.34,12.62,4.06
1993,2,8,0.0,6.19,10.92,8.3,2.49
1993,2,9,0.0,4.94,8.69,6.76,2.25
1993,2,10,2.57,5.65,9.0,7.41,0.18
1993,2,11,0.02,8.12,10.82,9.39,1.32
1993,2,12,2.62,5.87,8.62,7.57,0.16
1993,2,13,0.63,4.94,7.64,5.99,1.81
1993,2,14,0.0,5.73,11.12,8.18,4.35
1993,2,15,0.05,7.72,11.41,9.31,2.25
1993,2,16,6.87,8.42,12.18,9.89,1.17
1993,2,17,9.8,6.19,12.32,9.44,2.06
1993,2,18,7.65,5.86,10.57,8.08,1.64
1993,2,19,36.69,6.9,9.47,8.26,0.54
1993,2,20,0.43,5.73,10.63,7.99,4.21
1993,2,21,6.73,8.84,11.36,10.62,1.0
1993,2,22,2.29,8.91,12.48,11.05,1.65
1993,2,23,2.81,9.95,12.96,11.21,3.81
1993,2,24,0.78,9.92,14.63,12.23,0.76
1993,2,25,0.35,10.12,14.9,12.62,3.12
1993,2,26,0.41,7.51,11.82,9.5,4.24
1993,2,27,0.09,7.71,11.75,9.66,4.69
1993,2,28,0.12,8.91,14.16,11.33,1.46
1993,3,1,0.0,9.37,15.63,12.44,4.14
1993,3,2,0.0,9.84,15.95,12.87,4.96
1993,3,3,0.0,9.89,14.13,11.62,4.77
1993,3,4,0.72,9.33,13.08,10.9,4.78
1993,3,5,3.47,10.0,12.58,11.36,2.16
1993,3,6,11.16,6.94,12.5,10.48,2.15
1993,3,7,6.68,5.99,8.87,6.95,3.07
1993,3,8,2.99,5.8,10.87,8.36,3.65
1993,3,9,6.31,7.3,10.94,8.92,4.35
1993,3,10,5.51,6.28,9.19,7.58,2.97
1993,3,11,0.52,5.76,10.28,7.78,4.84
1993,3,12,0.0,6.36,13.39,9.74,5.42
1993,3,13,0.0,7.19,11.35,9.2,5.31
1993,3,14,0.0,6.58,12.23,9.2,5.0
1993,3,15,0.0,7.47,12.01,9.33,5.0
1993,3,16,0.0,6.94,12.04,9.12,4.27
1993,3,17,0.03,6.8,12.83,9.44,5.31
1993,3,18,0.06,7.92,12.79,9.79,5.5
1993,3,19,0.0,7.78,15.71,11.95,5.64
1993,3,20,0.0,10.71,17.73,13.61,5.76
1993,3,21,0.0,9.93,19.21,14.34,6.07
1993,3,22,0.0,12.12,18.58,14.89,5.81
1993,3,23,0.0,11.55,18.69,15.05,6.18
1993,3,24,0.0,12.52,19.32,15.68,6.14
1993,3,25,0.0,11.86,20.4,15.86,6.07
1993,3,26,0.0,12.23,18.8,14.87,5.47
1993,3,27,0.07,12.01,17.21,14.45,3.55
1993,3,28,0.97,10.15,13.09,11.7,4.23
1993,3,29,0.39,9.21,14.79,12.11,4.36
1993,3,30,0.0,9.6,14.87,11.95,6.21
1993,3,31,0.0,10.24,16.93,13.27,6.28
